time,rpm,temperature,oil_pressure,vibration,anomaly
0,2074.507122951685,87.88120158988649,42.286021078051114,0.29282883917705355,0
1,1979.2603548243223,87.73292945808073,43.77800214778539,0.2983672048129845,0
2,2097.153280715104,81.02178413684993,42.61047575581943,0.3032147439293791,0
3,2228.454478461204,88.3495490414928,45.44167218778448,0.347343073082309,0
4,1964.8769937914997,93.66414540910873,49.78871412584765,0.2626391345756628,0
5,1964.8794564576228,83.62883940461603,41.91583137143518,0.257682650424367,0
6,2236.881922326109,95.24241325525296,49.003281991073656,0.3618309871071488,0
7,2115.1152093729365,92.43887410542169,41.87331171061245,0.27686776290593507,0
8,1929.5788421097573,86.32883339014481,41.60949115001246,0.23684823232114666,0
9,2081.3840065378945,89.29235181331076,48.274378473372856,0.2757435028950065,0
10,1930.4873460781307,97.99160903820517,48.68774551203047,0.28349736323779995,0
11,1930.1405369644615,93.66773906752933,48.405639747050614,0.37774813638628824,0
12,2036.294340734905,90.04391827449074,39.73681036712743,0.34624131061883684,0
13,1713.0079633013304,88.81158341519507,43.136196087711795,0.3573760308316121,0
14,1741.262325123045,90.38304535225829,48.291954368013286,0.3409986821173393,0
15,1915.6568706138542,87.44118221028849,45.16616736225558,0.3473121835807657,0
16,1848.0753319498365,79.47625247140493,40.705228615210146,0.2655958936709841,0
17,2047.137099889291,100.21088955267365,46.833271756501766,0.29006989223232577,0
18,1863.7963886718185,90.77662499599701,42.14077096403412,0.2505042343488225,0
19,1788.1544447997062,91.99073632561269,52.17809939356885,0.2894755984731483,0
20,2219.847315338233,89.71046125061545,51.17936584967303,0.334205249546737,0
21,1966.1335549270198,86.32441599637706,47.41638970542227,0.3067291642406123,0
22,2010.1292307031886,89.07037759525615,50.44402681907909,0.36557404094801477,0
23,1786.2877720679815,82.00302618902845,45.25916540049352,0.24292921038863902,0
24,2768.4515169858955,109.54318451496496,23.262372671075617,0.7466039437954874,1
25,2016.63838845648,83.82744000788801,50.910881181208296,0.23758485990653408,0
26,1827.3509633866545,84.8401685807641,45.98199472717725,0.3047088234586821,0
27,2056.3547027518507,87.798703978068,43.97925131394287,0.3370166711278239,0
28,2619.272617774992,127.2231638170241,9.072035587661432,0.6369910780833046,1
29,1956.2459375310084,90.07254499631327,44.66746589711403,0.32755633020434777,0
30,1909.7440081655905,83.81932101984769,48.29369273824925,0.25201338325835326,0
31,2277.8417276763407,96.2716918037867,48.78253371027052,0.21681550109018083,0
32,1997.9754162893098,93.65500313392741,47.01746026287364,0.32785148112439016,0
33,1841.343360656615,92.69217478608226,42.83480362015104,0.3872005117037866,0
34,2123.3817368154782,93.5786712058542,37.09271372420964,0.2501977529915054,0
35,1816.8734525043467,101.97180950291225,43.01913960798106,0.3611097090053398,0
36,2031.3295392507134,100.92547447518056,43.782620515784195,0.30217117044082054,0
37,1706.0494814180338,86.56642328498353,43.74828413123994,0.23321542391534617,0
38,1800.7720926652355,98.11942496405577,47.4742254279117,0.24342473493239186,0
39,2029.5291853803685,91.9158409487945,52.94270564405936,0.3007892386680325,0
40,2110.7699869993116,92.49547908068875,45.49411680736437,0.2797768856037948,0
41,2025.7052421784956,81.53864584178336,44.13307284337415,0.23435435116208803,0
42,1982.6527576417639,89.14807117305902,43.96311274798363,0.21529803593872973,0
43,1954.8344456616067,85.93588204831718,45.49753906763085,0.2576640336036747,0
44,1778.2217014448859,94.14029407446654,41.6868249586064,0.3096904504165559,0
45,1892.0233687407938,95.35540250201403,45.480794234984224,0.29967996236984307,0
46,1930.904184356032,79.62756824491845,46.8032493453272,0.2749381021249961,0
47,2158.5683339328375,89.88982567997864,45.83874425429795,0.3100943597145741,0
48,2051.542743435269,95.60930752397127,46.83016773601913,0.3520013359931344,0
49,1735.54397669559,89.06660518843277,46.73499043739414,0.3197063255217074,0
50,2048.6125954092195,93.64531822501182,37.91241327101422,0.29393456643052096,0
51,1942.2376579375525,91.75582733813542,47.547480633581614,0.3464036003330344,0
52,1898.4616999541063,91.70830115976314,42.315940617350186,0.25200748488918523,0
53,2091.7514433261304,88.64342510965851,40.616643347984166,0.2887540230222324,0
54,2154.6499283743924,83.91709597932146,40.582192688580015,0.2899456032199816,0
55,2139.69201786743,84.39234926287486,46.73416644189012,0.2381523370778577,0
56,1874.1173715166042,93.54676257227659,44.10970029110059,0.2790062918857821,0
57,1953.6181436223178,90.09729127759442,38.272124864058355,0.19625201595523484,0
58,2049.6895147105347,89.30743877696388,46.912151260769136,0.39560890238314766,0
59,2146.331769068354,87.88054978838824,39.24156747680469,0.25312931057818433,0
60,1928.1238643232066,88.47405577259624,45.55928543407284,0.3793057065710656,0
61,1972.1511535004274,95.2345589724407,45.95399570269222,0.3019042252859746,0
62,1834.0497538990958,88.32377959065987,48.54230832678018,0.32824320660779793,0
63,1820.5690063878994,83.29467643349216,52.126739145867404,0.2755600100824534,0
64,2121.8788733591296,93.71825887770086,39.541294696397834,0.3103964845980837,0
65,2203.4360042856233,88.97561668067641,44.790104575747804,0.3325244819994218,0
66,1989.19848176295,90.15697932766388,43.89465881982313,0.33322762071970913,0
67,2150.5299346838037,98.03789153199756,46.734998743843846,0.33873866950371784,0
68,2054.245403757145,89.89719721324747,45.86267508373447,0.28158336449804117,0
69,1903.2320368092314,91.44591836559363,43.58981502905352,0.27598201637543224,0
70,2054.209340826262,84.10538254350837,43.236391245556575,0.22029118373661982,0
71,2230.705484969895,88.9016527382452,40.534196579263806,0.3261609505588468,0
72,1994.6260941335072,93.04763022604301,48.95144632962604,0.35411893556617213,0
73,2234.696548372101,82.22313133079379,46.83681672639812,0.38079908399589646,0
74,1607.0382343865383,91.00422546557854,48.67107279118055,0.31525863172902535,0
75,2123.2853756562836,90.50395536322404,43.75841545409794,0.2616760113545715,0
76,2013.0570602357257,90.2064372779372,42.37265812522228,0.21514519283552722,0
